,ppl,date,event,combination,source_abb,target_abb,abbrev_x,source,abbrev_y,target,weight
382,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KLEAV', 'MC')",KLEAV,MC,KLEAV,Karoline Leavitt,MC,Mike Crapo,1
383,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KLEAV', 'DF')",KLEAV,DF,KLEAV,Karoline Leavitt,DF,Deb Fischer,1
384,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KM', 'AD')",KM,AD,KM,Kayleigh McEnany,AD,Al Drago,1
385,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KM', 'ACB')",KM,ACB,KM,Kayleigh McEnany,ACB,Amy Coney Barrett,1
386,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KM', 'WB')",KM,WB,KM,Kayleigh McEnany,WB,William Barr,1
387,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KM', 'MP')",KM,MP,KM,Kayleigh McEnany,MP,Mike Pence,1
388,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KM', 'KP')",KM,KP,KM,Kayleigh McEnany,KP,Karen Pence,1
389,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KM', 'MM')",KM,MM,KM,Kayleigh McEnany,MM,Mark Meadows,1
390,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KM', 'BS')",KM,BS,KM,Kayleigh McEnany,BS,Ben Sasse,1
391,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KM', 'JH')",KM,JH,KM,Kayleigh McEnany,JH,Josh Hawley,1
392,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KM', 'KL')",KM,KL,KM,Kayleigh McEnany,KL,Kelly Loeffler,1
393,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KM', 'PC')",KM,PC,KM,Kayleigh McEnany,PC,Pat Cipollone,1
394,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KM', 'TT')",KM,TT,KM,Kayleigh McEnany,TT,Tiffany Trump,1
395,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KM', 'MB')",KM,MB,KM,Kayleigh McEnany,MB,Marsha Blackburn,1
396,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KM', 'MC')",KM,MC,KM,Kayleigh McEnany,MC,Mike Crapo,1
397,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KM', 'DF')",KM,DF,KM,Kayleigh McEnany,DF,Deb Fischer,1
398,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('AD', 'ACB')",AD,ACB,AD,Al Drago,ACB,Amy Coney Barrett,1
399,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('AD', 'WB')",AD,WB,AD,Al Drago,WB,William Barr,1
400,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('AD', 'MP')",AD,MP,AD,Al Drago,MP,Mike Pence,1
401,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('AD', 'KP')",AD,KP,AD,Al Drago,KP,Karen Pence,1
402,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('AD', 'MM')",AD,MM,AD,Al Drago,MM,Mark Meadows,1
403,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('AD', 'BS')",AD,BS,AD,Al Drago,BS,Ben Sasse,1
404,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('AD', 'JH')",AD,JH,AD,Al Drago,JH,Josh Hawley,1
405,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('AD', 'KL')",AD,KL,AD,Al Drago,KL,Kelly Loeffler,1
406,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('AD', 'PC')",AD,PC,AD,Al Drago,PC,Pat Cipollone,1
407,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('AD', 'TT')",AD,TT,AD,Al Drago,TT,Tiffany Trump,1
408,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('AD', 'MB')",AD,MB,AD,Al Drago,MB,Marsha Blackburn,1
409,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('AD', 'MC')",AD,MC,AD,Al Drago,MC,Mike Crapo,1
410,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('AD', 'DF')",AD,DF,AD,Al Drago,DF,Deb Fischer,1
411,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('ACB', 'WB')",ACB,WB,ACB,Amy Coney Barrett,WB,William Barr,1
412,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('ACB', 'MP')",ACB,MP,ACB,Amy Coney Barrett,MP,Mike Pence,1
413,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('ACB', 'KP')",ACB,KP,ACB,Amy Coney Barrett,KP,Karen Pence,1
414,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('ACB', 'MM')",ACB,MM,ACB,Amy Coney Barrett,MM,Mark Meadows,1
415,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('ACB', 'BS')",ACB,BS,ACB,Amy Coney Barrett,BS,Ben Sasse,1
416,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('ACB', 'JH')",ACB,JH,ACB,Amy Coney Barrett,JH,Josh Hawley,1
417,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('ACB', 'KL')",ACB,KL,ACB,Amy Coney Barrett,KL,Kelly Loeffler,1
418,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('ACB', 'PC')",ACB,PC,ACB,Amy Coney Barrett,PC,Pat Cipollone,1
419,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('ACB', 'TT')",ACB,TT,ACB,Amy Coney Barrett,TT,Tiffany Trump,1
420,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('ACB', 'MB')",ACB,MB,ACB,Amy Coney Barrett,MB,Marsha Blackburn,1
421,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('ACB', 'MC')",ACB,MC,ACB,Amy Coney Barrett,MC,Mike Crapo,1
422,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('ACB', 'DF')",ACB,DF,ACB,Amy Coney Barrett,DF,Deb Fischer,1
423,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('WB', 'MP')",WB,MP,WB,William Barr,MP,Mike Pence,1
424,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('WB', 'KP')",WB,KP,WB,William Barr,KP,Karen Pence,1
425,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('WB', 'MM')",WB,MM,WB,William Barr,MM,Mark Meadows,1
426,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('WB', 'BS')",WB,BS,WB,William Barr,BS,Ben Sasse,1
427,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('WB', 'JH')",WB,JH,WB,William Barr,JH,Josh Hawley,1
428,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('WB', 'KL')",WB,KL,WB,William Barr,KL,Kelly Loeffler,1
429,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('WB', 'PC')",WB,PC,WB,William Barr,PC,Pat Cipollone,1
430,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('WB', 'TT')",WB,TT,WB,William Barr,TT,Tiffany Trump,1
431,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('WB', 'MB')",WB,MB,WB,William Barr,MB,Marsha Blackburn,1
432,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('WB', 'MC')",WB,MC,WB,William Barr,MC,Mike Crapo,1
433,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('WB', 'DF')",WB,DF,WB,William Barr,DF,Deb Fischer,1
434,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('MP', 'KP')",MP,KP,MP,Mike Pence,KP,Karen Pence,1
435,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('MP', 'MM')",MP,MM,MP,Mike Pence,MM,Mark Meadows,1
436,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('MP', 'BS')",MP,BS,MP,Mike Pence,BS,Ben Sasse,1
437,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('MP', 'JH')",MP,JH,MP,Mike Pence,JH,Josh Hawley,1
438,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('MP', 'KL')",MP,KL,MP,Mike Pence,KL,Kelly Loeffler,1
439,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('MP', 'PC')",MP,PC,MP,Mike Pence,PC,Pat Cipollone,1
440,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('MP', 'TT')",MP,TT,MP,Mike Pence,TT,Tiffany Trump,1
441,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('MP', 'MB')",MP,MB,MP,Mike Pence,MB,Marsha Blackburn,1
442,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('MP', 'MC')",MP,MC,MP,Mike Pence,MC,Mike Crapo,1
443,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('MP', 'DF')",MP,DF,MP,Mike Pence,DF,Deb Fischer,1
444,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KP', 'MM')",KP,MM,KP,Karen Pence,MM,Mark Meadows,1
445,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KP', 'BS')",KP,BS,KP,Karen Pence,BS,Ben Sasse,1
446,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KP', 'JH')",KP,JH,KP,Karen Pence,JH,Josh Hawley,1
447,"['DT', 'MT', 'ML', 'JJ', 'KC', 'THOMT', 'CC', 'GL', 'CG', 'KLEAV', 'KM', 'AD', 'ACB', 'WB', 'MP', 'KP', 'MM', 'BS', 'JH', 'KL', 'PC', 'TT', 'MB', 'MC', 'DF']",2020-09-26,Rose Garden nomination ceremony for Amy Coney Barrett,"('KP', 'KL')",KP,KL,KP,Karen Pence,KL,Kelly Loeffler,1
